url,review
https://sidequestvr.com/app/36939/mxfly,MxFly
https://sidequestvr.com/app/36939/mxfly,"Rating : 3.5
star"
https://sidequestvr.com/app/36939/mxfly,"For a demo, pretty cool. The controls are slow to react and having only one plane working with 3 in view in the options tab is a bit disappointing. Hoping they add helicopters. All in all fun to play for about 10 min. at its current development stage. But tons of potential for future updates. Looking forward to seeing what they do with it."
https://sidequestvr.com/app/36939/mxfly,"It could be a lot of fun, but after 15 minutes I still couldn't figure out the controls."
https://sidequestvr.com/app/38551/air-cav,Air Cav
https://sidequestvr.com/app/38247/quest-game-tuner,Quest Game Tuner
https://sidequestvr.com/app/38247/quest-game-tuner,"Rating : 4.5
star"
https://sidequestvr.com/app/38247/quest-game-tuner,"i just bought it to support threetan because of his amazing lightning launcher..
QGO doesnt work for me, so i use this instead..maybe there will be profiles in the future..perhaps usermade"
https://sidequestvr.com/app/38247/quest-game-tuner,Easy to configure and working great. And it's a nice way to thank the creator for Lightning Launcher too!
https://sidequestvr.com/app/38247/quest-game-tuner,"Can a copy be better than the original? 
It will always remain a copy. 
IA vs human ? I choose human.
From my point of view the credit goes to the original QGO.
Sorry."
https://sidequestvr.com/app/36192/learning-the-maths,Learning The Maths
https://sidequestvr.com/app/38555/custom-home-five-nights-at-freddys-fnaf-hw-showroom,Custom Home: Five Nights at Freddy's (FNAF) HW Showroom
https://sidequestvr.com/app/38056/dimensional-double-shift,Dimensional Double Shift
https://sidequestvr.com/app/38056/dimensional-double-shift,"Rating : 4.6
star"
https://sidequestvr.com/app/38056/dimensional-double-shift,"Free…multiplayer…AND hand tracking only? EASY 5 star. 

This game was so fun to play with my friend, we played until our headsets died. It’s all about teamwork but also very unserious. Try it, you have nothing to lose!"
https://sidequestvr.com/app/38056/dimensional-double-shift,"Today we're doing a review of a game that was just announced called Dimensional Double Shift! When I was approached and asked if I could cover a new unannounced game by Owlchemy Labs, I was very curious to take a look. So guys grab your punch card, clock in, and let's start this review up!

Dimensional Double Shift is releasing this September 26th, 2024 and will be available for the low cost of zero dollar. You heard me right! This game will be free at launch. The game is compatible with the Quest 2, Pro and 3 and the developers of the game are Owlchemy Labs who are the famous creators of the well beloved Job Simulator and Vacation Simulator! Alright lets get this show on the road!

Gameplay / Restaurant

First and foremost, I want to give a massive thanks to Live Open Mike for helping me out and joining my session.

So Dimensional Double Shift is a game where you're thrown in a job where you have to work in co-op with up to 4 players to accomplish your tasks in the fastest and cleanest way. During the release, there are 2 types of jobs that you can do.

Your first job is being a cook at a restaurant. You have to make 8 orders in total together with your friends. Your workstation will be randomly generated, so every time that you play the game, you may have different ingredients and tools at your disposition.

This game has kind of an Overcook vibe, you first need to select an order from the rack on top and scan it in your section. You will then be presented with ingredients that you need to prepare and put on a plate or in a cup. When you're done, you hit the bell to tell that your order is ready, and then you move on to another order.

There are challenge orders that you can pick, and they don't tell you all of the ingredients that you need. For example, they could tell you that you need a pancake with any 3 ingredients in it. So you'll need to use your imagination and put maybe chocolate, blueberries and a banana, and then you're good to go!

When you're done with the 8 orders, you go in overtime, and you have a timer where you need to make as much orders as possible to have one last chance to increase your score, and then you're done!

Live Open Mike told me that he was a cook for more than 10 years, so he was able to transfer his skills pretty good in the game, and it really showed as he was definitely doing better than me. What's also cool is that sometimes the ingredients that you need are at your co-worker's station. So you have to communicate in order to be the most efficient.

Gameplay / Garage

The second game that you have is the garage, me and Live Open Mike confirmed that this was our favorite game from the 2.

Basically you have a car that you bring up, and you have all kinds of things that you have to fix in it. It's the same thing where everything seems randomly generated. And this one definitely requires more teamwork.

For example, we'll have some kind of device that we'll need to crank together, or there is this one time where I needed to pour oil in the car, but I had no idea how much I needed to poor, so Mike had to tell me when to stop.

In this game, you'll get 2 cars to repair before it ends, and yeah you just have a bunch of handy tools needed to make the car work, such as a machine that creates cogwheels for you. So you just have to dig around and figure out everything that's wrong with the car.

Features / Character Customization

Before anything else, when you start the game for the first time, you are inside a hub and a robot greets you to explain how the game mechanics work. Dimensional Double Shift is actually hand tracking only! So you'll need to put the controllers aside and just use your hands. To select anything, you just need to pinch with your fingers, and that is also how the keyboard works.

The game is co-op only, so you cannot start the game unless you have someone joining you. The way it works is very similar to Walkabout Minigolf or a lot of other games where you enter a password, and people can join you by putting the same word. It'd be nice if eventually you could get matched with random people, I could see that being very fun.

The last thing you can do in the initial hub is customize your character! You can select things such as your skin color, hair style and color, and then you can select accessories such as your wristband, a hat and visor's color. Enough things to differentiate your character from others. You also have a nametag that you can smash 2 names together to identify yourself.

Learning Curve / Progression

So something that I find cool with the game is that there's not really any tutorials. I like that you just have to figure out stuff with your co-worker. It was a fun experience, and when we tried the games for a second time, we could see ourselves improve since we started understanding more what we needed to do. So it's a really fun game to go in blind.

When you finish your tasks, you are then transported back to the hub with your friends, and you get points that will make you rank up. If you do rank up, then you unlock a new item that you can use to customize your character. Something interesting is that it seems to be randomly generated. Mike and I were never receiving the same items, even though we're in the same rank.

Speaking of the hub, you can also get transported to a campfire to shill out. You can use a stick and cook some sausages and marshmallow, and you can also do silly things like cook your can of pop, or burn your hands. And then there's the radio that you can turn on. The radio will have some music, or even silly things like a poet dictating his creation, and things like that.

So guys I hope that you enjoyed my review of Dimensional Double Shift. As you can see, you can have an infinite amount of playtime in this since situations in both games are randomly generated, and fun! The questions that I'm asking myself for the future of the game is will there be new games added later? If not, even though you could end up having fun for hours, the variety still seems a little barebone.

The second question that I have is will there be the possibility to purchase things in the game with in game currency, and what will they be exactly."
https://sidequestvr.com/app/38056/dimensional-double-shift,Good fun game
https://sidequestvr.com/app/38184/the-amazing-digital-circus-vr,The Amazing Digital Circus VR
https://sidequestvr.com/app/38184/the-amazing-digital-circus-vr,"Rating : 4
star"
https://sidequestvr.com/app/38184/the-amazing-digital-circus-vr,i thought this was amazing
https://sidequestvr.com/app/38184/the-amazing-digital-circus-vr,I cant take this headset offI cant take this headset off!!
https://sidequestvr.com/app/38184/the-amazing-digital-circus-vr,did not even send to sidequest
https://sidequestvr.com/app/38292/neko-atsume-purrfect-kitty-collector,Neko Atsume Purrfect Kitty Collector
https://sidequestvr.com/app/37901/the-talent-stealer,The Talent Stealer
https://sidequestvr.com/app/37901/the-talent-stealer,"Rating : 5
star"
https://sidequestvr.com/app/37901/the-talent-stealer,Same format as the Apple Immersive Video films
https://sidequestvr.com/app/34755/retronika,Retronika
https://sidequestvr.com/app/34755/retronika,"Rating : 4.3
star"
https://sidequestvr.com/app/34755/retronika,"Retronika is an amazing game that makes you feel like you are in the movie The Fifth Element. Duck, dive, and dodge your way though insane amounts of traffic as you ride your motorbike into the future. This game is super fun and also very challenging. The traffic patterns change constantly and really lets you test your reaction times by dodging the multiple things coming at you. The game lets you upgrade your motorbike with several different functions and really makes the bike yours. The story is really good and keeps you wanting to play which is always a plus too. Eventually not only do you dodge traffic but you have to shoot enemies out of the sky and its just keeps getting harder and harder. If your a fan of a challenge this one is for you!"
https://sidequestvr.com/app/34755/retronika,This game is amazing. It's Frustrating And Fun at the same time. The devs did say that the price will be dropping on September 2 or 3 so i would wait to purchase it then as the price will drop by almost half.
https://sidequestvr.com/app/34755/retronika,Good Game good graphics
https://sidequestvr.com/app/38673/karakuri-ninja-vr,Karakuri Ninja VR
https://sidequestvr.com/app/37875/meme-shooter-vr,Meme Shooter VR
https://sidequestvr.com/app/37875/meme-shooter-vr,"Rating : 3
star"
https://sidequestvr.com/app/37875/meme-shooter-vr,"Everything is okay now guys, shotgun is being a shotgun now, ammo box is useable now(watch the tutorial video), no more guns or ammo dropping through the floor, have fun :3"
https://sidequestvr.com/app/37875/meme-shooter-vr,erm what the flip
https://sidequestvr.com/app/37875/meme-shooter-vr,"So many bugs, bad graphics, shotgun not a shotgun, ammo boxes cant open, I ran out of ammo, I kept falling through the map, my gun kept going through the map, I could go on but this game isnt worth my time"
https://sidequestvr.com/app/32782/fenrir,Fenrir
https://sidequestvr.com/app/38699/seesignal,SeeSignal
https://sidequestvr.com/app/38115/mother-bunker-vr,Mother Bunker VR
https://sidequestvr.com/app/37628/duckhuntvr,DuckHuntVR
https://sidequestvr.com/app/37628/duckhuntvr,"Rating : 5
star"
https://sidequestvr.com/app/37628/duckhuntvr,"This VR game perfectly captures the nostalgia of retro gaming, brought to life with stunning realism. A must-play for anyone seeking a heartfelt blend of past and present"
https://sidequestvr.com/app/37628/duckhuntvr,Nostalgia.. :D
https://sidequestvr.com/app/37628/duckhuntvr,Nostalgic to the max!
https://sidequestvr.com/app/29878/fire-extinguisher-use-simulation,Fire Extinguisher Use Simulation
https://sidequestvr.com/app/37675/oktoberfest,Oktoberfest
https://sidequestvr.com/app/37675/oktoberfest,"Rating : 4.8
star"
https://sidequestvr.com/app/37675/oktoberfest,"This is by far one of the best experiences I have had in Virtual Reality to date. This game may not look like its a big deal but trust me it is. The game puts you into the Oktoberfest Festival in Munich which is really really cool. Now the graphics may not be amazing but let me tell you the gameplay make sup for it BIG TIME. You are able to drop into the game with friends and basically tour this amusement park like you would in real life. There are several carnival games, food, and even rides to get on that make you feel like you are really there. You can run into people and compete at games which really adds a great layer to the game. There are also leaderboards and a massive hall of fame for the top players at each game. I am sure they will be adding more and more rides and games to the festival as it really shows what can be done with a game like this. The environment is so lively and quite impressive. The game is free so there is no reason not to try this game at all. If your into having fun with friends this is a must have game."
https://sidequestvr.com/app/37675/oktoberfest,This is a cool social game to have
https://sidequestvr.com/app/37675/oktoberfest,"a blast, loved it, either with friends, or alone, super fun!"
https://sidequestvr.com/app/38607/taskmaster-vr,Taskmaster VR
https://sidequestvr.com/app/29844/flame-reaction-of-an-elementfirework-contentsda-chemical-experiment,Flame Reaction of an Element(Firework) - ContentsDa Chemical Experiment
https://sidequestvr.com/app/29866/solar-and-lunar-eclipses-contentsda-science-experiment,Solar And Lunar Eclipses - ContentsDa Science Experiment
https://sidequestvr.com/app/38635/questionvr,QuestionVR
https://sidequestvr.com/app/38527/assassins-creed-nexus-vr,Assassin’s Creed® Nexus VR
https://sidequestvr.com/app/38527/assassins-creed-nexus-vr,"Rating : 4
star"
https://sidequestvr.com/app/38527/assassins-creed-nexus-vr,Excellent. More please.
https://sidequestvr.com/app/30971/clawball,Clawball
https://sidequestvr.com/app/30971/clawball,"Rating : 5
star"
https://sidequestvr.com/app/30971/clawball,ngl I think I've just found my new obsession for the next few months! I'm totally hooked
https://sidequestvr.com/app/30971/clawball,definetly one of the best multiplayer games i ever played
https://sidequestvr.com/app/30971/clawball,LITERALLY THE MOST FUN GAME I HAVE PLAYED IN A LONG TIME
https://sidequestvr.com/app/38409/snowday,SnowDay
https://sidequestvr.com/app/38138/another-door-escape-room,Another Door: Escape Room
https://sidequestvr.com/app/38138/another-door-escape-room,"Rating : 4.5
star"
https://sidequestvr.com/app/38138/another-door-escape-room,"This is just about as good as it gets for an Escape Room type game. I absolutely love the haunted and spooky locations as they give off incredible atmosphere. There are some pretty good jump scares in these levels and a ton of puzzle solving. There are even collectables to find while trying to solve these puzzles before the clock runs out which makes it that much more intense. You can play this with up to 4 friends but be forewarned, it will test your relationships to the max!"
https://sidequestvr.com/app/38138/another-door-escape-room,"Another Door Escape Room brings 5 different Horror Escape Room's to VR. 
In this video, I'm checking out the first one, Dolls Room. There were a few jump scares that definitely got me! You can play this one multiplayer, which I wish I had done. I found the puzzles to be quite challenging. I do wish there were some kind of hint system and possibly even puzzle skipping, as I spent most of my time solving the slider puzzle, and was stuck on what to draw. I also wish there was smooth movement because I would have solved some of the puzzles more quicky had I had a different vantage point."
https://sidequestvr.com/app/38403/totally-basketball,TOTALLY BASKETBALL
https://sidequestvr.com/app/38528/arizona-sunshine-remake,Arizona Sunshine® Remake
https://sidequestvr.com/app/38528/arizona-sunshine-remake,"Rating : 5
star"
https://sidequestvr.com/app/38528/arizona-sunshine-remake,"Freddy is back and better than ever. The graphics have been completely overhauled in this remake and if you have never played it now is your chance to experience it the way it should be. All the DLC is unlocked as well as the charms too! I love being able to choose new skins and play this game in coop, which really makes it that much more enjoyable. They implemented a new gore system which really takes slaying zombies to a whole new level! Must buy!"
https://sidequestvr.com/app/38030/xr-ultra-physics-sandbox-2-battle-mayhem-beta,XR ULTRA PHYSICS SANDBOX 2: BATTLE MAYHEM (BETA)
https://sidequestvr.com/app/38030/xr-ultra-physics-sandbox-2-battle-mayhem-beta,"Rating : 5
star"
https://sidequestvr.com/app/38030/xr-ultra-physics-sandbox-2-battle-mayhem-beta,Nice game amazong job!
https://sidequestvr.com/app/38030/xr-ultra-physics-sandbox-2-battle-mayhem-beta,Lots of fun with the large assortment of weapons!
https://sidequestvr.com/app/38030/xr-ultra-physics-sandbox-2-battle-mayhem-beta,"h,jjk.vkh."
https://sidequestvr.com/app/37990/hide-and-seek,Hide and Seek
https://sidequestvr.com/app/37990/hide-and-seek,"Rating : 2.5
star"
https://sidequestvr.com/app/37990/hide-and-seek,This is a really cool game with cool graphics and it's free!
https://sidequestvr.com/app/37990/hide-and-seek,buns it is just buns
https://sidequestvr.com/app/37023/memesaber,MemeSaber
https://sidequestvr.com/app/37023/memesaber,"Rating : 5
star"
https://sidequestvr.com/app/37023/memesaber,Super duper good app got me laughing like crazy
https://sidequestvr.com/app/37023/memesaber,Very exciting and engaging. Loved it💥
https://sidequestvr.com/app/37023/memesaber,free beat saber
https://sidequestvr.com/app/38505/simple-tic-tac-toe,Simple Tic Tac Toe
https://sidequestvr.com/app/37320/winlatorxr,WinlatorXR
https://sidequestvr.com/app/37320/winlatorxr,"Rating : 4.4
star"
https://sidequestvr.com/app/37320/winlatorxr,Reshade3D works! It is only quite hard to setup. The main trick is to install it on a PC and then copy it over. CoD2 works great.
https://sidequestvr.com/app/37320/winlatorxr,This is awesome!
https://sidequestvr.com/app/37320/winlatorxr,Far Cry 1 works!
https://sidequestvr.com/app/37938/escaping-wonderland,Escaping Wonderland
https://sidequestvr.com/app/37938/escaping-wonderland,"Rating : 5
star"
https://sidequestvr.com/app/37938/escaping-wonderland,"If you are a fan of the first game, Down the Rabbit Hole, this game is a must. Once again the story of falling into Wonderland cant be told in a better way. This time you take control of Molly, and you get to experience the tales with familiar faces and puzzles. The one big thing that adds to this new game is the way some of the puzzles are done. I absolutely love the added touch of going into first person view in order to solve some of the tougher puzzles and it really adds a whole new level of immersion to it. Well worth check out if your into diorama type vr games and puzzlers."
https://sidequestvr.com/app/37938/escaping-wonderland,"Escaping Wonderland is a charming VR puzzle game that takes you on a journey through Lewis Carroll's classic Alice in Wonderland. The game features beautiful visuals, engaging puzzles, and a delightful story. Players take on the role of Molly, a girl who finds herself in Wonderland for the first time. Molly must navigate through a series of interconnected dioramas, solving puzzles and interacting with various characters along the way.

However, some players may find the game's relatively short length and lack of character depth to be drawbacks. Despite these minor shortcomings, Escaping Wonderland remains a highly recommended VR game that is sure to please fans of Alice in Wonderland and puzzle games alike."
https://sidequestvr.com/app/37938/escaping-wonderland,Such a fantastic story driven puzzler. Traveling up the diorama and completing puzzles were very well done and and the voice acting is top notch. Possibly one of the best narrative driven VR Games of 2024. An absolutely must buy if your looking for good puzzles and solid story!
https://sidequestvr.com/app/37403/hotel-rnr-rockstar-simulator,Hotel R'n'R - Rockstar Simulator
https://sidequestvr.com/app/37403/hotel-rnr-rockstar-simulator,"Rating : 4.3
star"
https://sidequestvr.com/app/37403/hotel-rnr-rockstar-simulator,Pretty fun rage-room esque experience with a surprisingly deep and interesting lore!
https://sidequestvr.com/app/37403/hotel-rnr-rockstar-simulator,"This game lets you live out the life long fantasy of being a rock star! Learn how the famous band Motley Crue partied like from back in the day as you make a deal with the devil to become famous! All he asks in return is the destruction of all the hotels you stay in! I really had a blast with this game as it really lets some frustrations out as you use various items and just about anything in each hotel room to destroy it. Break glass, tables, windows, throw things over balconies, its all here! You can even unlock a ton of weapons or objects not found in the hotel to use for extra destruction power. There is also a world tour mode that allows you to complete challenges for cash to buy more unlockables. Mini games are also a thing in this game which can be a bit raunchy but also just as fun. Great game if your into rock and roll!"
https://sidequestvr.com/app/37403/hotel-rnr-rockstar-simulator,"Hotel R'n'R is pure chaotic fun! You play as a rockstar who makes a deal with the devil, leading to absolute mayhem as you trash hotel rooms. The game is super polished, and the way the music blends with the sound of all the destruction is a blast. I had a ridiculous time smashing things up with a boxing glove and a foam finger, and every level keeps things fresh. If you’re in the mood for some wild VR destruction, Hotel R'n'R is definitely a game to check out."
https://sidequestvr.com/app/37603/sleddvr-free-single-player-demo,SLEDDVR | FREE SINGLE PLAYER DEMO
https://sidequestvr.com/app/38404/alien-rogue-incursion,Alien: Rogue Incursion
https://sidequestvr.com/app/38404/alien-rogue-incursion,"Rating : 3
star"
https://sidequestvr.com/app/38404/alien-rogue-incursion,"Hello I just want to let you 
know that I am a playtester.
 I've playtested many games, I always give a detailed thoughtful review of each game that I test, so I would love the opportunity to be a playtester for this game that looks like nothing that I've seen before.
 the graphics are superb and from the way the game looks its as if you are really inside the game itself and to me that's awesome . Just wanted to let you know that the game is so interesting to me thats why I would love the opportunity to test it . 
Thank you so much for your time and patience. 
I look forward to hearing back from you. 
Have a wonderful day!"
https://sidequestvr.com/app/38404/alien-rogue-incursion,"Fraud. The game is not free, it costs 37 euros and it is not even out. It says that it won't be released until December."
https://sidequestvr.com/app/38424/maize-of-mayhem,Maize of Mayhem
https://sidequestvr.com/app/37997/dynamic-languages,Dynamic Languages
https://sidequestvr.com/app/37493/stunt-double-joe-mcflash,Stunt Double Joe McFlash
https://sidequestvr.com/app/37493/stunt-double-joe-mcflash,"Rating : 4.5
star"
